id,user_id,rating,review,sentiment_label,label
194,291,4,actually great futsal court with excellent facilities while playing with friends,Positive,1
195,424,4,from my experience worth the money and time while playing with friends,Positive,1
196,72,1,in my opinion facilities were outdated and not maintained during weekend booking,Negative,0
197,386,2,from my experience too much delay in booking confirmation we played in the evening,Negative,0
198,355,2,in my opinion court was dirty and poorly maintained at night session,Negative,0
199,352,4,well spacious court and proper lighting setup during weekend booking,Positive,1
200,315,4,actually the staff was very helpful and friendly but poor lighting and ventilation at night session,Positive,1
201,192,3,personally ground condition was not good while trying out the new turf,Negative,0
202,391,1,as a regular player the staff was not helpful when we had issues while trying out the new turf,Negative,0
203,229,5,the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players while testing the lighting,Positive,1
204,104,3,in my opinion booking system was confusing but very comfortable and enjoyable experience during weekend booking,Negative,0
205,60,2,personally terrible experience will never come back while playing with friends,Negative,0
206,415,2,actually had to wait for a long time to get the court ready but highly recommended for futsal lovers while testing the lighting,Negative,0
207,213,5,staff good but turf bad,Positive,1
208,371,2,honestly the price was too high for the quality offered during our regular game,Negative,0
209,382,1,worth it,Negative,0
210,278,1,overall the environment was not welcoming at all we played in the evening,Negative,0
211,394,3,overall loved the turf and lighting setup while trying out the new turf,Positive,1
213,193,2,in my opinion very unprofessional management and staff during peak hours,Negative,0
215,271,2,in my opinion waste of money and time during weekend booking,Negative,0
216,388,1,not satisfied,Negative,0
217,345,4,meh experience,Positive,1
218,236,3,frankly speaking very professional staff and management during our regular game,Positive,1
219,17,3,to be honest the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded during our match time,Positive,1
220,52,1,frankly speaking very bad experience overall while testing the lighting,Negative,0
221,206,1,based on my visit lighting was not good while testing the lighting,Negative,0
222,72,3,as a regular player the lighting was perfect for night games and well distributed during our match time,Positive,1
223,164,5,to be honest the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players during our match time,Positive,1
224,339,1,the court was not ready on time on a rainy day,Negative,0
225,348,5,frankly speaking booking system was fast and easy but waste of money and time at night session,Positive,1
226,196,3,based on my visit not satisfied with the overall experience we played in the evening,Negative,0
227,387,1,in my opinion had a very bad time playing here but very professional staff and management during peak hours,Negative,0
228,413,3,from my experience everything was well organized and managed during our match time,Positive,1
229,272,5,honestly affordable price with great quality during our regular game,Positive,1
230,105,2,not satisfied,Negative,0
231,371,5,overall the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players while trying out the new turf,Positive,1
232,21,5,honestly very professional staff and management at night session,Positive,1
233,246,3,from my experience the turf was in excellent condition and very safe while testing the lighting,Positive,1
234,480,3,in my opinion at night session,Positive,1
235,387,3,bad lighting but ground ok,Negative,0
236,283,3,from my experience the staff was very helpful and friendly while testing the lighting,Positive,1
237,158,4,to be honest spacious court and proper lighting setup during peak hours,Positive,1
238,390,2,as a regular player the price was too high for the quality offered but the turf was in excellent condition and very safe while trying out the new turf,Negative,0
239,443,5,from my experience nice environment and good vibes overall on a rainy day,Positive,1
240,297,3,personally too much delay in booking confirmation we played in the evening,Negative,0
241,292,2,to be honest very poor management system while playing with friends,Negative,0
242,132,4,based on my visit the best place to play futsal in town during our regular game,Positive,1
243,72,3,based on my visit spacious court and proper lighting setup but not satisfied with the overall experience while trying out the new turf,Positive,1
244,269,1,based on my visit the staff was not helpful when we had issues while playing with friends,Negative,0
245,25,3,nice but little expensive,Negative,0
246,112,1,frankly speaking bad experience with staff behavior but friendly staff and smooth booking process while playing with friends,Negative,0
247,4,1,in my opinion the court was overcrowded and chaotic we played in the evening,Negative,0
248,275,4,frankly speaking great futsal court with excellent facilities we played in the evening,Positive,1
249,55,1,honestly the environment was not welcoming at all during our regular game,Negative,0
250,418,4,as a regular player the surface quality was very good but the lighting was dim and insufficient while playing with friends,Positive,1
251,236,2,the turf was damaged and unsafe during peak hours,Negative,0
252,335,1,actually would not recommend this place during our match time,Negative,0
253,283,4,well very clean and well maintained ground we played in the evening,Positive,1
254,331,4,well the staff was very helpful and friendly but had to wait for a long time to get the court ready we played in the evening,Positive,1
255,109,1,from what i saw the lighting was dim and insufficient during weekend booking,Negative,0
256,351,1,actually the court was overcrowded and chaotic while testing the lighting,Negative,0
257,493,3,as a regular player excellent facilities and great atmosphere but terrible experience will never come back while testing the lighting,Positive,1
258,124,5,personally the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded but facilities were not clean at all during peak hours,Positive,1
259,72,3,frankly speaking the worst futsal court i ve ever been to during our regular game,Negative,0
260,28,2,actually the turf was uneven and caused injuries during weekend booking,Negative,0
261,175,1,not satisfied,Negative,0
262,16,4,from what i saw very professional staff and management while testing the lighting,Positive,1
263,482,5,had a great time playing here while trying out the new turf,Positive,1
264,409,2,personally staff was not responsive to issues but worth the money and time while testing the lighting,Negative,0
265,79,3,overall unhygienic changing rooms but the staff was very helpful and friendly during weekend booking,Negative,0
266,185,4,in my opinion amazing experience will come again but would not recommend this place on a rainy day,Positive,1
267,285,5,overall very clean and well maintained ground but very unprofessional management and staff while playing with friends,Positive,1
268,306,3,overall very clean and well maintained ground we played in the evening,Positive,1
269,399,4,in my opinion great futsal court with excellent facilities during peak hours,Positive,1
271,253,2,well facilities were not clean at all but everything was well organized and managed during peak hours,Negative,0
272,142,2,average nothing wow,Negative,0
273,370,1,based on my visit the ground was slippery and dangerous during weekend booking,Negative,0
274,156,1,from what i saw very poor management system while testing the lighting,Negative,0
276,499,3,very unprofessional management and staff on a rainy day,Negative,0
277,494,1,to be honest very poor management system on a rainy day,Negative,0
278,167,1,in my opinion had to wait for a long time to get the court ready at night session,Negative,0
279,280,5,the ground condition was perfect for playing but very poor management system during peak hours,Positive,1
281,36,3,actually very unprofessional management and staff during our match time,Negative,0
282,130,1,had to wait for a long time to get the court ready but everything was well organized and managed during peak hours,Negative,0
283,299,2,actually staff was not responsive to issues but worth the money and time during peak hours,Negative,0
284,459,5,as a regular player very comfortable and enjoyable experience but the ground was slippery and dangerous during peak hours,Positive,1
285,341,5,from what i saw amazing experience will come again during weekend booking,Positive,1
286,347,5,well loved the turf and lighting setup while testing the lighting,Positive,1
287,6,3,on a rainy day,Positive,1
288,383,3,not satisfied,Negative,0
289,238,4,from what i saw the surface quality was very good while testing the lighting,Positive,1
290,248,1,from what i saw ground condition was not good during our regular game,Negative,0
291,60,3,will come again,Positive,1
292,402,2,actually not satisfied with the overall experience while playing with friends,Negative,0
293,35,4,based on my visit had a great time playing here but very unprofessional management and staff on a rainy day,Positive,1
294,56,5,great futsal court with excellent facilities during weekend booking,Positive,1
295,287,2,personally the lighting was dim and insufficient but one of the best futsal courts in the area during our match time,Negative,0
296,328,1,based on my visit facilities were outdated and not maintained during our match time,Negative,0
297,200,2,frankly speaking very poor management system we played in the evening,Negative,0
298,143,3,too costly yrr,Positive,1
299,188,3,good maintenance and clean surroundings but the staff was not helpful when we had issues during weekend booking,Positive,1
300,271,2,based on my visit too much delay in booking confirmation during weekend booking,Negative,0
301,59,5,in my opinion very professional staff and management while testing the lighting,Positive,1
302,410,3,based on my visit waste of money and time while testing the lighting,Negative,0
303,61,2,from what i saw the turf was damaged and unsafe while testing the lighting,Negative,0
304,199,5,overall the ground condition was perfect for playing while playing with friends,Positive,1
305,326,4,personally very professional staff and management while testing the lighting,Positive,1
306,96,1,well facilities were not clean at all while playing with friends,Negative,0
307,249,3,based on my visit loved the turf and lighting setup while testing the lighting,Positive,1
309,251,2,frankly speaking had a very bad time playing here while trying out the new turf,Negative,0
310,408,3,not bad,Positive,1
311,87,4,to be honest booking system was fast and easy we played in the evening,Positive,1
312,59,5,from what i saw very comfortable and enjoyable experience while trying out the new turf,Positive,1
313,390,3,as a regular player very comfortable and enjoyable experience on a rainy day,Positive,1
314,448,4,as a regular player affordable price with great quality but the court was not ready on time during our match time,Positive,1
315,225,1,based on my visit not satisfied with the overall experience at night session,Negative,0
316,353,5,overall really enjoyed playing here with friends during our match time,Positive,1
317,417,1,actually the environment was not welcoming at all but friendly staff and smooth booking process while testing the lighting,Negative,0
318,276,3,honestly not satisfied with the overall experience while testing the lighting,Negative,0
319,294,2,meh experience,Negative,0
320,471,2,as a regular player too crowded and not managed properly during weekend booking,Negative,0
321,65,5,worth it,Positive,1
322,390,3,personally friendly staff and smooth booking process during our match time,Positive,1
323,322,4,frankly speaking friendly staff and smooth booking process while trying out the new turf,Positive,1
324,207,3,based on my visit the best place to play futsal in town during weekend booking,Positive,1
325,298,4,to be honest spacious court and proper lighting setup on a rainy day,Positive,1
326,498,3,nice but little expensive,Negative,0
327,112,2,well overpriced for such poor quality on a rainy day,Negative,0
328,173,4,from my experience booking system was fast and easy while trying out the new turf,Positive,1
329,391,3,personally had to wait for a long time to get the court ready while testing the lighting,Negative,0
330,402,3,bad lighting but ground ok,Negative,0
331,234,4,honestly the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded during weekend booking,Positive,1
332,353,1,will come again,Negative,0
333,48,4,well one of the best futsal courts in the area at night session,Positive,1
334,85,5,to be honest the ground condition was perfect for playing during weekend booking,Positive,1
336,110,1,from my experience the turf was damaged and unsafe during peak hours,Negative,0
337,5,2,personally bad experience with staff behavior while testing the lighting,Negative,0
338,441,3,could be better,Positive,1
339,375,3,personally very clean and well maintained ground while trying out the new turf,Positive,1
340,196,1,overall the ground was slippery and dangerous on a rainy day,Negative,0
341,313,1,ground condition was not good but good maintenance and clean surroundings while playing with friends,Negative,0
342,78,5,based on my visit the turf was in excellent condition and very safe on a rainy day,Positive,1
343,386,1,from what i saw not worth the price but amazing experience will come again while trying out the new turf,Negative,0
345,128,1,the court was not ready on time while playing with friends,Negative,0
346,14,3,from what i saw poor lighting and ventilation while testing the lighting,Negative,0
347,97,3,well not worth the price at night session,Negative,0
348,254,3,to be honest the booking process was seamless and efficient making it easy to reserve a court we played in the evening,Positive,1
349,185,1,from my experience overpriced for such poor quality while trying out the new turf,Negative,0
350,89,3,personally had a very bad time playing here during peak hours,Negative,0
351,135,3,great futsal court with excellent facilities during weekend booking,Positive,1
352,257,5,honestly highly recommended for futsal lovers during peak hours,Positive,1
353,316,3,frankly speaking the turf was damaged and unsafe during peak hours,Negative,0
354,41,4,nice but little expensive,Positive,1
355,325,5,from my experience very comfortable and enjoyable experience while playing with friends,Positive,1
356,489,3,well would not recommend this place during weekend booking,Negative,0
357,233,3,honestly very clean and well maintained ground during our match time,Positive,1
358,360,1,honestly waste of money and time but the staff was very helpful and friendly at night session,Negative,0
360,400,3,actually facilities were not clean at all at night session,Negative,0
361,140,2,actually very bad experience overall during weekend booking,Negative,0
362,185,5,to be honest the best place to play futsal in town but the price was too high for the quality offered while testing the lighting,Positive,1
363,189,1,not bad,Negative,0
364,346,3,bad lighting but ground ok,Negative,0
365,24,3,from my experience great futsal court with excellent facilities but court was dirty and poorly maintained during our regular game,Positive,1
366,284,1,frankly speaking waste of money and time while playing with friends,Negative,0
367,469,4,actually the surface quality was very good during peak hours,Positive,1
368,92,1,to be honest the ground was slippery and dangerous but excellent facilities and great atmosphere during weekend booking,Negative,0
369,444,4,as a regular player we played in the evening,Positive,1
370,189,3,to be honest very clean and well maintained ground on a rainy day,Positive,1
371,189,4,from what i saw the turf was in excellent condition and very safe at night session,Positive,1
372,78,3,based on my visit the turf was in excellent condition and very safe during our match time,Positive,1
373,120,3,will come again,Positive,1
374,435,2,well the worst futsal court i ve ever been to but excellent facilities and great atmosphere we played in the evening,Negative,0
375,215,1,to be honest not worth the price during weekend booking,Negative,0
376,460,1,honestly unhygienic changing rooms but the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded while playing with friends,Negative,0
377,298,1,frankly speaking the price was too high for the quality offered on a rainy day,Negative,0
378,420,5,staff good but turf bad,Positive,1
379,122,3,from what i saw loved the turf and lighting setup while testing the lighting,Positive,1
380,120,2,in my opinion terrible experience will never come back during peak hours,Negative,0
381,400,1,too costly yrr,Negative,0
382,209,4,overall amazing experience will come again but the price was too high for the quality offered while playing with friends,Positive,1
383,232,3,loved it,Positive,1
384,424,2,to be honest the turf was damaged and unsafe but excellent facilities and great atmosphere during weekend booking,Negative,0
385,76,2,from what i saw not worth the price we played in the evening,Negative,0
386,203,2,not satisfied,Negative,0
387,16,3,well booking system was fast and easy at night session,Positive,1
388,237,3,based on my visit the turf was in excellent condition and very safe during our regular game,Positive,1
389,7,1,staff good but turf bad,Negative,0
390,102,3,not satisfied,Positive,1
391,12,3,in my opinion good maintenance and clean surroundings during weekend booking,Positive,1
392,63,2,from my experience too crowded and not managed properly but the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players while trying out the new turf,Negative,0
393,87,3,never again,Positive,1
394,89,2,frankly speaking had to wait for a long time to get the court ready but excellent facilities and great atmosphere during peak hours,Negative,0
395,18,1,personally unhygienic changing rooms at night session,Negative,0
396,452,4,from what i saw the best place to play futsal in town during our match time,Positive,1
397,103,2,honestly unhygienic changing rooms during weekend booking,Negative,0
398,407,3,the court was not ready on time during our regular game,Negative,0
400,165,3,not satisfied with the overall experience while trying out the new turf,Negative,0
401,459,3,personally nice environment and good vibes overall we played in the evening,Positive,1
402,120,3,to be honest the court was overcrowded and chaotic we played in the evening,Negative,0
403,29,3,overall the court was not ready on time during our match time,Negative,0
404,91,1,from my experience staff was not responsive to issues while testing the lighting,Negative,0
405,486,2,in my opinion very bad experience overall on a rainy day,Negative,0
406,278,2,personally very poor management system while testing the lighting,Negative,0
407,270,3,based on my visit very clean and well maintained ground but bad experience with staff behavior we played in the evening,Positive,1
408,368,2,in my opinion very poor management system while testing the lighting,Negative,0
409,12,3,could be better,Positive,1
410,434,1,staff good but turf bad,Negative,0
411,203,3,in my opinion the ground was slippery and dangerous during weekend booking,Negative,0
412,486,5,in my opinion nice environment and good vibes overall but facilities were not clean at all at night session,Positive,1
413,496,5,well the best place to play futsal in town while trying out the new turf,Positive,1
414,194,1,from what i saw bad experience with staff behavior on a rainy day,Negative,0
415,486,3,actually too crowded and not managed properly but great futsal court with excellent facilities at night session,Negative,0
416,114,3,staff was rude and unhelpful but nice environment and good vibes overall while testing the lighting,Negative,0
417,122,3,overall friendly staff and smooth booking process while trying out the new turf,Positive,1
418,421,3,in my opinion the best place to play futsal in town while playing with friends,Positive,1
419,355,1,well very unprofessional management and staff but really enjoyed playing here with friends on a rainy day,Negative,0
420,369,1,worth it,Negative,0
422,280,4,personally had a great time playing here during peak hours,Positive,1
423,151,1,based on my visit bad experience with staff behavior but very clean and well maintained ground while testing the lighting,Negative,0
424,38,3,worth it,Positive,1
425,305,4,frankly speaking the turf was in excellent condition and very safe but the turf was damaged and unsafe while playing with friends,Positive,1
426,311,1,based on my visit the environment was not welcoming at all we played in the evening,Negative,0
427,210,3,personally amazing experience will come again we played in the evening,Positive,1
428,122,4,actually booking system was fast and easy during our regular game,Positive,1
430,422,2,personally the ground was slippery and dangerous but very clean and well maintained ground we played in the evening,Negative,0
431,327,3,from what i saw really enjoyed playing here with friends but not worth the price while trying out the new turf,Positive,1
