id,user_id,rating,review,sentiment_label
26,U0213,5,"Overall, Wonderful experience, the court was in perfect shape. Online booking confirmation was quick and accurate.",Positive
27,U0283,2,"Overall, Very disappointing experience, will not come back. The playing surface felt unsafe for fast movements.",Negative
28,U0036,1,"In my opinion, Poor management and the court was not ready on time. The playing surface felt unsafe for fast movements.",Negative
29,U0002,5,"Personally, Loved the ambiance and the quality of the court surface. Warm-up area and changing rooms were clean and organized.",Positive
30,U0077,2,"From our experience, Extremely poor maintenance, the goalposts were broken. Our session timing was not managed properly.",Negative
31,U0171,2,"From our experience, Disappointed with the facilities, not worth the price at all. Our session timing was not managed properly.",Negative
32,U0165,2,"Personally, Staff was unhelpful and the court was not clean at all. We faced issues during check-in and support was slow.",Negative
33,U0120,2,"Honestly, Terrible experience, the staff was rude and unprofessional. The playing surface felt unsafe for fast movements.",Negative
34,U0243,5,"From our experience, Fantastic court with excellent facilities and friendly staff. Online booking confirmation was quick and accurate.",Positive
35,U0254,1,"Personally, Booking process was confusing and staff was rude. We faced issues during check-in and support was slow.",Negative
36,U0052,5,"Personally, Top notch futsal facility with very reasonable pricing. Booked for an evening game and everything was ready on time.",Positive
37,U0008,2,"From our experience, Very unhygienic changing rooms and poor court condition. We faced issues during check-in and support was slow.",Negative
38,U0039,1,"In my opinion, Terrible court condition and very poor customer service. Changing rooms and wash areas were not properly cleaned.",Negative
39,U0042,5,"From our experience, Very professional management and excellent court maintenance. Staff guided us well before and after the match.",Positive
40,U0250,5,"Personally, Outstanding facilities, the best futsal court in the area. Booked for an evening game and everything was ready on time.",Positive
41,U0121,4,"Overall, Highly satisfied with the booking and playing experience. Warm-up area and changing rooms were clean and organized.",Positive
42,U0223,4,"From our experience, Very clean court with friendly and helpful staff. Booked for an evening game and everything was ready on time.",Positive
43,U0154,1,"In my opinion, The court was dirty and very poorly maintained. Booked in advance but had to wait too long.",Negative
44,U0151,4,"From our experience, Great place to play futsal with friends, highly satisfying. Warm-up area and changing rooms were clean and organized.",Positive
45,U0126,4,"Personally, Very organized management and excellent playing surface. Online booking confirmation was quick and accurate.",Positive
46,U0088,1,"Personally, The artificial turf was torn and in bad condition. Booked in advance but had to wait too long.",Negative
47,U0124,5,"Overall, Wonderful experience, the court was in perfect shape. Staff guided us well before and after the match.",Positive
48,U0237,4,"From our experience, Highly satisfied with the booking and playing experience. Warm-up area and changing rooms were clean and organized.",Positive
49,U0005,2,"Personally, Extremely poor maintenance, the goalposts were broken. Changing rooms and wash areas were not properly cleaned.",Negative
50,U0038,4,"Personally, Top notch futsal facility with very reasonable pricing. Warm-up area and changing rooms were clean and organized.",Positive
51,U0218,5,"From our experience, Fantastic court with excellent facilities and friendly staff. Warm-up area and changing rooms were clean and organized.",Positive
52,U0102,2,"Honestly, The booking was confirmed but the court was not available. The playing surface felt unsafe for fast movements.",Negative
53,U0196,4,"Personally, Loved the overall experience, clean courts and great staff. Warm-up area and changing rooms were clean and organized.",Positive
54,U0152,5,"In my opinion, The best futsal court I have ever played in Kathmandu! Online booking confirmation was quick and accurate.",Positive
55,U0290,4,"Personally, Great value for money, will come back again for sure. Booked for an evening game and everything was ready on time.",Positive
56,U0147,2,"Personally, Terrible experience, the staff was rude and unprofessional. We faced issues during check-in and support was slow.",Negative
57,U0113,2,"Personally, Would not recommend this futsal center to anyone. We faced issues during check-in and support was slow.",Negative
58,U0071,2,"Honestly, Would not recommend this futsal center to anyone. Booked in advance but had to wait too long.",Negative
59,U0226,5,"In my opinion, Excellent facilities and very well maintained courts. Staff guided us well before and after the match.",Positive
60,U0047,1,"From our experience, Very bad experience, the changing rooms were unclean. Changing rooms and wash areas were not properly cleaned.",Negative
61,U0103,1,"In my opinion, Very disappointing experience, will not come back. Our session timing was not managed properly.",Negative
62,U0085,5,"In my opinion, Amazing experience, will definitely book again! Online booking confirmation was quick and accurate.",Positive
63,U0059,2,"Overall, Extremely poor maintenance, the goalposts were broken. Booked in advance but had to wait too long.",Negative
64,U0204,4,"Honestly, Outstanding facilities, the best futsal court in the area. Warm-up area and changing rooms were clean and organized.",Positive
65,U0008,5,"Honestly, Amazing experience, will definitely book again! Staff guided us well before and after the match.",Positive
66,U0189,2,"Personally, Poor experience overall, management needs improvement. Changing rooms and wash areas were not properly cleaned.",Negative
67,U0191,5,"From our experience, Very clean court with friendly and helpful staff. Played with friends on the weekend and everyone enjoyed it.",Positive
68,U0288,4,"Overall, Very professional management and excellent court maintenance. Staff guided us well before and after the match.",Positive
69,U0238,4,"From our experience, Fantastic court with excellent facilities and friendly staff. Warm-up area and changing rooms were clean and organized.",Positive
70,U0072,4,"In my opinion, Excellent facilities and very well maintained courts. Booked for an evening game and everything was ready on time.",Positive
71,U0060,5,"Personally, Very clean court with friendly and helpful staff. Played with friends on the weekend and everyone enjoyed it.",Positive
72,U0199,4,"Personally, Top notch futsal facility with very reasonable pricing. Warm-up area and changing rooms were clean and organized.",Positive
73,U0080,5,"From our experience, Booking was easy and the experience was fantastic. Booked for an evening game and everything was ready on time.",Positive
74,U0144,5,"Overall, Excellent facilities and very well maintained courts. Warm-up area and changing rooms were clean and organized.",Positive
75,U0228,2,"Honestly, Terrible experience, the court surface was very slippery. Changing rooms and wash areas were not properly cleaned.",Negative
76,U0279,2,"Honestly, Would not recommend this futsal center to anyone. Changing rooms and wash areas were not properly cleaned.",Negative
77,U0142,2,"From our experience, Staff was unhelpful and the court was not clean at all. Booked in advance but had to wait too long.",Negative
78,U0109,1,"Honestly, Would not recommend this futsal center to anyone. Our session timing was not managed properly.",Negative
79,U0171,4,"Personally, The staff was very cooperative and the court was in perfect condition. Played with friends on the weekend and everyone enjoyed it.",Positive
80,U0036,1,"Overall, Terrible experience, the staff was rude and unprofessional. Our session timing was not managed properly.",Negative
81,U0120,1,"Personally, The court was too small and the pricing was too high. We faced issues during check-in and support was slow.",Negative
82,U0142,1,"Personally, Very disappointing experience, will not come back. We faced issues during check-in and support was slow.",Negative
83,U0090,5,"Overall, Very clean court with friendly and helpful staff. Booked for an evening game and everything was ready on time.",Positive
84,U0184,1,"In my opinion, Terrible experience, the court surface was very slippery. Our session timing was not managed properly.",Negative
85,U0090,4,"Overall, Amazing experience, will definitely book again! Booked for an evening game and everything was ready on time.",Positive
86,U0270,2,"From our experience, Lights were not working properly during our session. Booked in advance but had to wait too long.",Negative
87,U0186,2,"Honestly, Very noisy environment and the court was not well maintained. Our session timing was not managed properly.",Negative
88,U0258,5,"Honestly, The staff was very cooperative and the court was in perfect condition. Staff guided us well before and after the match.",Positive
89,U0235,2,"Honestly, Would not recommend this futsal center to anyone. Booked in advance but had to wait too long.",Negative
90,U0206,5,"From our experience, Booking was easy and the experience was fantastic. Booked for an evening game and everything was ready on time.",Positive
91,U0038,2,"Personally, Overpriced for the poor quality of the court offered. Changing rooms and wash areas were not properly cleaned.",Negative
92,U0034,4,"Personally, Smooth booking process and an amazing playing experience. Warm-up area and changing rooms were clean and organized.",Positive
93,U0196,5,"In my opinion, Perfect futsal court, smooth surface and great atmosphere. Staff guided us well before and after the match.",Positive
94,U0259,2,"Honestly, Very bad lighting and the surface was dangerously slippery. The playing surface felt unsafe for fast movements.",Negative
95,U0283,4,"From our experience, The court condition was perfect and staff was very helpful. Played with friends on the weekend and everyone enjoyed it.",Positive
96,U0117,2,"From our experience, Staff was very unprofessional and unhelpful throughout. Changing rooms and wash areas were not properly cleaned.",Negative
97,U0213,5,"In my opinion, The court condition was perfect and staff was very helpful. Booked for an evening game and everything was ready on time.",Positive
98,U0161,2,"In my opinion, Poor experience overall, management needs improvement. Changing rooms and wash areas were not properly cleaned.",Negative
99,U0243,4,"Honestly, Great lighting and smooth artificial turf, loved it! Booked for an evening game and everything was ready on time.",Positive
100,U0222,1,"Overall, Lights were not working properly during our session. Changing rooms and wash areas were not properly cleaned.",Negative
101,U0288,1,"Honestly, Disappointed with the facilities, not worth the price at all. Changing rooms and wash areas were not properly cleaned.",Negative
102,U0182,5,"Honestly, Great value for money, will come back again for sure. Online booking confirmation was quick and accurate.",Positive
103,U0160,2,"Personally, Worst futsal center I have visited, very disappointing. Booked in advance but had to wait too long.",Negative
104,U0080,1,"Overall, Poor experience overall, management needs improvement. The playing surface felt unsafe for fast movements.",Negative
105,U0180,1,"Honestly, Disappointed with the facilities, not worth the price at all. Changing rooms and wash areas were not properly cleaned.",Negative
106,U0294,2,"Personally, Terrible experience, the court surface was very slippery. The playing surface felt unsafe for fast movements.",Negative
107,U0137,1,"In my opinion, The court was dirty and very poorly maintained. We faced issues during check-in and support was slow.",Negative
108,U0174,2,"Overall, Worst futsal center I have visited, very disappointing. Booked in advance but had to wait too long.",Negative
109,U0290,4,"Honestly, Great value for money, will come back again for sure. Online booking confirmation was quick and accurate.",Positive
110,U0016,1,"Overall, Overpriced for the poor quality of the court offered. Our session timing was not managed properly.",Negative
111,U0215,2,"Overall, Extremely poor maintenance, the goalposts were broken. Changing rooms and wash areas were not properly cleaned.",Negative
112,U0160,5,"Personally, The court condition was perfect and staff was very helpful. Warm-up area and changing rooms were clean and organized.",Positive
113,U0027,4,"Personally, Smooth booking process and an amazing playing experience. Played with friends on the weekend and everyone enjoyed it.",Positive
114,U0042,4,"From our experience, Amazing experience, will definitely book again! Online booking confirmation was quick and accurate.",Positive
115,U0227,5,"Overall, Booking was easy and the experience was fantastic. Warm-up area and changing rooms were clean and organized.",Positive
116,U0177,1,"In my opinion, Staff was very unprofessional and unhelpful throughout. Booked in advance but had to wait too long.",Negative
117,U0270,5,"Honestly, Great value for money, will come back again for sure. Warm-up area and changing rooms were clean and organized.",Positive
118,U0203,1,"Honestly, Very bad lighting and the surface was dangerously slippery. Booked in advance but had to wait too long.",Negative
119,U0155,4,"In my opinion, Affordable pricing with top quality court facilities. Played with friends on the weekend and everyone enjoyed it.",Positive
120,U0168,5,"From our experience, Very clean court with friendly and helpful staff. Booked for an evening game and everything was ready on time.",Positive
121,U0090,2,"Personally, Very disappointing experience, will not come back. The playing surface felt unsafe for fast movements.",Negative
122,U0257,4,"Honestly, Outstanding facilities, the best futsal court in the area. Warm-up area and changing rooms were clean and organized.",Positive
123,U0022,2,"From our experience, Staff was very unprofessional and unhelpful throughout. Booked in advance but had to wait too long.",Negative
124,U0161,4,"Personally, Loved the overall experience, clean courts and great staff. Online booking confirmation was quick and accurate.",Positive
125,U0214,2,"From our experience, Very bad experience, the changing rooms were unclean. Booked in advance but had to wait too long.",Negative
126,U0167,4,"From our experience, Best futsal center in Kathmandu, highly recommended! Staff guided us well before and after the match.",Positive
127,U0046,2,"Overall, Staff was very unprofessional and unhelpful throughout. Booked in advance but had to wait too long.",Negative
128,U0206,2,"From our experience, Very noisy environment and the court was not well maintained. Booked in advance but had to wait too long.",Negative
129,U0174,2,"Overall, Terrible experience, the court surface was very slippery. Changing rooms and wash areas were not properly cleaned.",Negative
130,U0262,1,"Personally, Would not recommend this futsal center to anyone. Booked in advance but had to wait too long.",Negative
131,U0179,1,"Overall, Worst futsal center I have visited, very disappointing. We faced issues during check-in and support was slow.",Negative
132,U0075,1,"Overall, Poor management and the court was not ready on time. We faced issues during check-in and support was slow.",Negative
133,U0039,1,"From our experience, The artificial turf was torn and in bad condition. The playing surface felt unsafe for fast movements.",Negative
134,U0290,5,"In my opinion, Highly satisfied with the booking and playing experience. Staff guided us well before and after the match.",Positive
135,U0078,2,"From our experience, Extremely poor maintenance, the goalposts were broken. Booked in advance but had to wait too long.",Negative
136,U0156,2,"Honestly, Poor management and the court was not ready on time. Our session timing was not managed properly.",Negative
137,U0260,5,"From our experience, Great lighting and smooth artificial turf, loved it! Warm-up area and changing rooms were clean and organized.",Positive
138,U0020,5,"In my opinion, Excellent facilities and very well maintained courts. Warm-up area and changing rooms were clean and organized.",Positive
139,U0047,4,"Personally, Perfect futsal court, smooth surface and great atmosphere. Staff guided us well before and after the match.",Positive
140,U0237,2,"Honestly, The court was flooded and we could not play properly. Our session timing was not managed properly.",Negative
141,U0293,2,"In my opinion, Would not recommend this futsal center to anyone. We faced issues during check-in and support was slow.",Negative
142,U0257,2,"From our experience, Very disappointing experience, will not come back. Booked in advance but had to wait too long.",Negative
143,U0176,1,"Personally, The court was double booked and we had to wait for hours. Booked in advance but had to wait too long.",Negative
144,U0021,4,"From our experience, The staff was very cooperative and the court was in perfect condition. Online booking confirmation was quick and accurate.",Positive
145,U0187,1,"From our experience, Worst futsal center I have visited, very disappointing. Changing rooms and wash areas were not properly cleaned.",Negative
146,U0174,5,"Honestly, Great value for money, will come back again for sure. Staff guided us well before and after the match.",Positive
147,U0034,5,"Personally, Very professional management and excellent court maintenance. Booked for an evening game and everything was ready on time.",Positive
148,U0146,5,"Overall, Amazing experience, will definitely book again! Staff guided us well before and after the match.",Positive
149,U0042,5,"In my opinion, Loved the overall experience, clean courts and great staff. Played with friends on the weekend and everyone enjoyed it.",Positive
150,U0201,2,"Honestly, Very disappointing experience, will not come back. Our session timing was not managed properly.",Negative
151,U0287,2,"Overall, The booking was confirmed but the court was not available. Changing rooms and wash areas were not properly cleaned.",Negative
152,U0217,1,"Honestly, Very noisy environment and the court was not well maintained. Changing rooms and wash areas were not properly cleaned.",Negative
153,U0159,5,"In my opinion, Best futsal center in Kathmandu, highly recommended! Played with friends on the weekend and everyone enjoyed it.",Positive
154,U0099,2,"Overall, Terrible experience, the court surface was very slippery. We faced issues during check-in and support was slow.",Negative
155,U0152,1,"Personally, Lights were not working properly during our session. Our session timing was not managed properly.",Negative
156,U0173,4,"Overall, One of the best futsal experiences I have had in Nepal. Staff guided us well before and after the match.",Positive
157,U0079,5,"Personally, Best futsal center in Kathmandu, highly recommended! Played with friends on the weekend and everyone enjoyed it.",Positive
158,U0225,4,"In my opinion, Excellent facilities and very well maintained courts. Online booking confirmation was quick and accurate.",Positive
159,U0228,1,"From our experience, Very bad lighting and the surface was dangerously slippery. Changing rooms and wash areas were not properly cleaned.",Negative
160,U0274,1,"From our experience, Terrible experience, the court surface was very slippery. Changing rooms and wash areas were not properly cleaned.",Negative
161,U0189,1,"From our experience, Poor experience overall, management needs improvement. Our session timing was not managed properly.",Negative
162,U0145,5,"Personally, One of the best futsal experiences I have had in Nepal. Online booking confirmation was quick and accurate.",Positive
163,U0083,2,"Overall, Staff was unhelpful and the court was not clean at all. Our session timing was not managed properly.",Negative
164,U0027,5,"In my opinion, Highly satisfied with the booking and playing experience. Online booking confirmation was quick and accurate.",Positive
165,U0265,1,"Honestly, Lights were not working properly during our session. Changing rooms and wash areas were not properly cleaned.",Negative
166,U0140,1,"Overall, Extremely poor maintenance, the goalposts were broken. Our session timing was not managed properly.",Negative
167,U0047,5,"In my opinion, The staff was very cooperative and the court was in perfect condition. Online booking confirmation was quick and accurate.",Positive
168,U0213,1,"Personally, Booking process was confusing and staff was rude. The playing surface felt unsafe for fast movements.",Negative
169,U0121,5,"In my opinion, The court was spacious, clean and well lit. Loved it! Booked for an evening game and everything was ready on time.",Positive
170,U0015,4,"In my opinion, Very professional management and excellent court maintenance. Booked for an evening game and everything was ready on time.",Positive
171,U0071,1,"From our experience, Booking process was confusing and staff was rude. Changing rooms and wash areas were not properly cleaned.",Negative
172,U0241,4,"Honestly, Top notch futsal facility with very reasonable pricing. Staff guided us well before and after the match.",Positive
173,U0010,4,"Overall, Amazing experience, will definitely book again! Played with friends on the weekend and everyone enjoyed it.",Positive
174,U0057,5,"Overall, One of the best futsal experiences I have had in Nepal. Warm-up area and changing rooms were clean and organized.",Positive
175,U0063,2,"From our experience, Booking process was confusing and staff was rude. We faced issues during check-in and support was slow.",Negative
176,U0033,2,"Personally, Lights were not working properly during our session. The playing surface felt unsafe for fast movements.",Negative
177,U0264,1,"Overall, The court was flooded and we could not play properly. We faced issues during check-in and support was slow.",Negative
178,U0220,5,"In my opinion, The best futsal court I have ever played in Kathmandu! Staff guided us well before and after the match.",Positive
179,U0293,1,"Honestly, Staff was very unprofessional and unhelpful throughout. We faced issues during check-in and support was slow.",Negative
180,U0035,2,"Personally, Very noisy environment and the court was not well maintained. Our session timing was not managed properly.",Negative
181,U0200,4,"From our experience, Wonderful experience, the court was in perfect shape. Booked for an evening game and everything was ready on time.",Positive
182,U0130,5,"In my opinion, The court condition was perfect and staff was very helpful. Booked for an evening game and everything was ready on time.",Positive
183,U0177,4,"Personally, The staff was very cooperative and the court was in perfect condition. Booked for an evening game and everything was ready on time.",Positive
184,U0069,5,"Personally, Excellent facilities and very well maintained courts. Warm-up area and changing rooms were clean and organized.",Positive
185,U0090,5,"From our experience, One of the best futsal experiences I have had in Nepal. Online booking confirmation was quick and accurate.",Positive
186,U0070,4,"Honestly, Great lighting and smooth artificial turf, loved it! Online booking confirmation was quick and accurate.",Positive
187,U0104,2,"Honestly, Booking process was confusing and staff was rude. We faced issues during check-in and support was slow.",Negative
188,U0159,2,"Personally, Very noisy environment and the court was not well maintained. The playing surface felt unsafe for fast movements.",Negative
189,U0130,2,"In my opinion, Booking process was confusing and staff was rude. We faced issues during check-in and support was slow.",Negative
190,U0025,5,"In my opinion, Highly satisfied with the booking and playing experience. Warm-up area and changing rooms were clean and organized.",Positive
191,U0189,4,"From our experience, Booking was easy and the experience was fantastic. Online booking confirmation was quick and accurate.",Positive
192,U0174,5,"From our experience, Best futsal center in Kathmandu, highly recommended! Online booking confirmation was quick and accurate.",Positive
193,U0266,5,"From our experience, Amazing experience, will definitely book again! Booked for an evening game and everything was ready on time.",Positive
194,U0221,4,"Personally, Perfect futsal court, smooth surface and great atmosphere. Played with friends on the weekend and everyone enjoyed it.",Positive
195,U0165,5,"In my opinion, Very clean court with friendly and helpful staff. Booked for an evening game and everything was ready on time.",Positive
196,U0157,2,"From our experience, Extremely poor maintenance, the goalposts were broken. Our session timing was not managed properly.",Negative
197,U0228,1,"Honestly, Worst futsal center I have visited, very disappointing. The playing surface felt unsafe for fast movements.",Negative
198,U0223,5,"Honestly, Amazing experience, will definitely book again! Booked for an evening game and everything was ready on time.",Positive
199,U0187,5,"Honestly, Very organized management and excellent playing surface. Played with friends on the weekend and everyone enjoyed it.",Positive
200,U0225,4,"Honestly, Excellent facilities and very well maintained courts. Played with friends on the weekend and everyone enjoyed it.",Positive
201,U0188,1,"Personally, Worst futsal center I have visited, very disappointing. The playing surface felt unsafe for fast movements.",Negative
202,U0079,4,"In my opinion, Great value for money, will come back again for sure. Online booking confirmation was quick and accurate.",Positive
203,U0228,5,"Personally, One of the best futsal experiences I have had in Nepal. Booked for an evening game and everything was ready on time.",Positive
204,U0272,4,"In my opinion, Great place to play futsal with friends, highly satisfying. Online booking confirmation was quick and accurate.",Positive
205,U0128,2,"Overall, Lights were not working properly during our session. Booked in advance but had to wait too long.",Negative
206,U0266,5,"Honestly, The court was spacious, clean and well lit. Loved it! Staff guided us well before and after the match.",Positive
207,U0134,2,"Overall, The court was double booked and we had to wait for hours. The playing surface felt unsafe for fast movements.",Negative
208,U0252,5,"Overall, Affordable pricing with top quality court facilities. Booked for an evening game and everything was ready on time.",Positive
209,U0232,1,"Honestly, The artificial turf was torn and in bad condition. The playing surface felt unsafe for fast movements.",Negative
210,U0178,5,"Personally, Fantastic court with excellent facilities and friendly staff. Booked for an evening game and everything was ready on time.",Positive
211,U0154,2,"In my opinion, The artificial turf was torn and in bad condition. We faced issues during check-in and support was slow.",Negative
212,U0063,1,"Overall, Staff was unhelpful and the court was not clean at all. We faced issues during check-in and support was slow.",Negative
213,U0014,2,"Personally, Worst futsal center I have visited, very disappointing. Our session timing was not managed properly.",Negative
214,U0240,5,"Personally, Outstanding facilities, the best futsal court in the area. Played with friends on the weekend and everyone enjoyed it.",Positive
215,U0034,1,"From our experience, Very bad experience, the changing rooms were unclean. The playing surface felt unsafe for fast movements.",Negative
216,U0210,2,"Overall, The court was flooded and we could not play properly. Booked in advance but had to wait too long.",Negative
217,U0038,2,"Personally, Extremely poor maintenance, the goalposts were broken. The playing surface felt unsafe for fast movements.",Negative
218,U0066,2,"Personally, Terrible experience, the staff was rude and unprofessional. Our session timing was not managed properly.",Negative
219,U0067,1,"Honestly, Staff was very unprofessional and unhelpful throughout. Our session timing was not managed properly.",Negative
220,U0266,4,"Overall, Smooth booking process and an amazing playing experience. Warm-up area and changing rooms were clean and organized.",Positive
221,U0166,4,"In my opinion, Fantastic court with excellent facilities and friendly staff. Played with friends on the weekend and everyone enjoyed it.",Positive
222,U0041,5,"Personally, Amazing experience, will definitely book again! Played with friends on the weekend and everyone enjoyed it.",Positive
223,U0065,5,"Personally, Highly satisfied with the booking and playing experience. Warm-up area and changing rooms were clean and organized.",Positive
224,U0258,4,"Personally, Highly satisfied with the booking and playing experience. Played with friends on the weekend and everyone enjoyed it.",Positive
225,U0088,1,"Personally, Poor experience overall, management needs improvement. Our session timing was not managed properly.",Negative
226,U0289,5,"Honestly, Excellent facilities and very well maintained courts. Booked for an evening game and everything was ready on time.",Positive
227,U0296,1,"Personally, Poor management and the court was not ready on time. We faced issues during check-in and support was slow.",Negative
228,U0016,5,"In my opinion, Wonderful experience, the court was in perfect shape. Staff guided us well before and after the match.",Positive
229,U0248,2,"In my opinion, Terrible experience, the court surface was very slippery. The playing surface felt unsafe for fast movements.",Negative
230,U0038,2,"Overall, The court was double booked and we had to wait for hours. Booked in advance but had to wait too long.",Negative
231,U0213,5,"Overall, Wonderful experience, the court was in perfect shape. Online booking confirmation was quick and accurate.",Positive
232,U0074,2,"In my opinion, The court was too small and the pricing was too high. Changing rooms and wash areas were not properly cleaned.",Negative
233,U0067,2,"Personally, Terrible experience, the staff was rude and unprofessional. Changing rooms and wash areas were not properly cleaned.",Negative
234,U0164,4,"Honestly, The staff was very cooperative and the court was in perfect condition. Online booking confirmation was quick and accurate.",Positive
235,U0231,2,"Honestly, Terrible experience, the court surface was very slippery. We faced issues during check-in and support was slow.",Negative
236,U0149,4,"From our experience, The court was spacious, clean and well lit. Loved it! Staff guided us well before and after the match.",Positive
237,U0082,1,"In my opinion, The court was too small and the pricing was too high. Our session timing was not managed properly.",Negative
238,U0082,1,"From our experience, Terrible court condition and very poor customer service. Our session timing was not managed properly.",Negative
239,U0158,2,"Honestly, Terrible court condition and very poor customer service. Booked in advance but had to wait too long.",Negative
240,U0259,5,"Overall, Top notch futsal facility with very reasonable pricing. Played with friends on the weekend and everyone enjoyed it.",Positive
241,U0025,2,"From our experience, Booking process was confusing and staff was rude. Changing rooms and wash areas were not properly cleaned.",Negative
242,U0147,2,"Honestly, Disappointed with the facilities, not worth the price at all. Booked in advance but had to wait too long.",Negative
243,U0069,2,"From our experience, Poor management and the court was not ready on time. Changing rooms and wash areas were not properly cleaned.",Negative
244,U0024,2,"Personally, The booking was confirmed but the court was not available. Booked in advance but had to wait too long.",Negative
245,U0186,4,"Honestly, Outstanding facilities, the best futsal court in the area. Warm-up area and changing rooms were clean and organized.",Positive
246,U0259,5,"In my opinion, Top notch futsal facility with very reasonable pricing. Staff guided us well before and after the match.",Positive
247,U0066,4,"In my opinion, Very clean court with friendly and helpful staff. Online booking confirmation was quick and accurate.",Positive
248,U0286,5,"Overall, Great place to play futsal with friends, highly satisfying. Played with friends on the weekend and everyone enjoyed it.",Positive
249,U0257,5,"Honestly, Excellent facilities and very well maintained courts. Booked for an evening game and everything was ready on time.",Positive
250,U0171,4,"From our experience, Wonderful experience, the court was in perfect shape. Staff guided us well before and after the match.",Positive
251,U0264,4,"Personally, Smooth booking process and an amazing playing experience. Warm-up area and changing rooms were clean and organized.",Positive
252,U0084,5,"In my opinion, The court was spacious, clean and well lit. Loved it! Staff guided us well before and after the match.",Positive
253,U0260,5,"From our experience, Very organized management and excellent playing surface. Staff guided us well before and after the match.",Positive
254,U0244,5,"In my opinion, The best futsal court I have ever played in Kathmandu! Warm-up area and changing rooms were clean and organized.",Positive
255,U0214,4,"Honestly, Loved the overall experience, clean courts and great staff. Warm-up area and changing rooms were clean and organized.",Positive
256,U0136,2,"Personally, Would not recommend this futsal center to anyone. Our session timing was not managed properly.",Negative
257,U0027,4,"Overall, Loved the overall experience, clean courts and great staff. Online booking confirmation was quick and accurate.",Positive
258,U0076,2,"Honestly, Poor experience overall, management needs improvement. We faced issues during check-in and support was slow.",Negative
259,U0098,1,"In my opinion, The court was dirty and very poorly maintained. The playing surface felt unsafe for fast movements.",Negative
260,U0078,5,"From our experience, Booking was easy and the experience was fantastic. Played with friends on the weekend and everyone enjoyed it.",Positive
261,U0032,2,"Personally, The court was double booked and we had to wait for hours. We faced issues during check-in and support was slow.",Negative
262,U0288,1,"Personally, The court was too small and the pricing was too high. The playing surface felt unsafe for fast movements.",Negative
263,U0161,2,"Personally, The artificial turf was torn and in bad condition. The playing surface felt unsafe for fast movements.",Negative
264,U0280,5,"Personally, Great place to play futsal with friends, highly satisfying. Warm-up area and changing rooms were clean and organized.",Positive
265,U0099,5,"Personally, The staff was very cooperative and the court was in perfect condition. Warm-up area and changing rooms were clean and organized.",Positive
266,U0116,2,"Overall, Very bad experience, the changing rooms were unclean. Changing rooms and wash areas were not properly cleaned.",Negative
267,U0163,5,"Personally, Wonderful experience, the court was in perfect shape. Warm-up area and changing rooms were clean and organized.",Positive
