id,user_id,rating,review,sentiment_label
84,159,3,Well Friendly staff and smooth booking process during peak hours,Positive
85,351,3,Well Too crowded and not managed properly on a rainy day,Negative
86,159,4,Overall Highly recommended for futsal lovers during peak hours,Positive
87,486,2,too costly yrr,Negative
88,260,1,From my experience Too crowded and not managed properly but everything was well organized and managed during our match time,Negative
89,68,3,Actually Staff was rude and unhelpful during our regular game,Negative
90,415,3,Personally Waste of money and time while playing with friends,Negative
91,369,5,Actually Loved the turf and lighting setup while trying out the new turf,Positive
92,120,4,Based on my visit Everything was well organized and managed while testing the lighting,Positive
93,226,3,To be honest Very poor management system while trying out the new turf,Negative
94,419,1,To be honest The turf was uneven and caused injuries during peak hours,Negative
95,447,3,not good,Positive
96,365,3,"Well The environment was welcoming and created a great atmosphere for playing futsal, making it a favorite spot for many players while trying out the new turf",Positive
97,231,2,Overall The turf was damaged and unsafe at night session,Negative
98,419,1,Personally The turf was damaged and unsafe during peak hours,Negative
99,121,2,In my opinion Had a very bad time playing here but highly recommended for futsal lovers we played in the evening,Negative
100,430,1,"Overall Bad experience with staff behavior but the court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded on a rainy day",Negative
101,357,2,"In my opinion Too crowded and not managed properly but the court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded while playing with friends",Negative
102,10,3,Spacious court and proper lighting setup while trying out the new turf,Positive
103,217,5,Personally during our regular game,Positive
104,155,3,meh experience,Positive
105,328,2,not satisfied,Negative
106,306,4,"Based on my visit Amazing experience, will come again during weekend booking",Positive
107,220,2,Well The court was not ready on time during our regular game,Negative
108,293,1,loved it,Negative
109,489,3,Well Highly recommended for futsal lovers during weekend booking,Positive
110,326,3,As a regular player Very comfortable and enjoyable experience but the court was overcrowded and chaotic during our regular game,Positive
111,177,1,In my opinion Very bad experience overall at night session,Negative
112,174,3,Well The worst futsal court I've ever been to but the ground condition was perfect for playing during weekend booking,Negative
113,33,1,Personally The court was overcrowded and chaotic while trying out the new turf,Negative
114,454,1,Based on my visit Poor lighting and ventilation we played in the evening,Negative
115,204,3,meh experience,Negative
116,183,4,As a regular player Booking system was fast and easy but very poor management system while trying out the new turf,Positive
117,456,4,Honestly Booking system was fast and easy but the ground was slippery and dangerous on a rainy day,Positive
118,355,4,Based on my visit Nice environment and good vibes overall during peak hours,Positive
119,218,3,Unhygienic changing rooms during our regular game,Negative
120,280,1,not good,Negative
121,229,4,Overall Nice environment and good vibes overall during weekend booking,Positive
122,22,4,Frankly speaking The staff was very helpful and friendly while playing with friends,Positive
123,39,1,In my opinion The environment was not welcoming at all while testing the lighting,Negative
124,82,5,Frankly speaking Highly recommended for futsal lovers on a rainy day,Positive
125,399,1,Personally Very unprofessional management and staff but very clean and well maintained ground while testing the lighting,Negative
126,231,3,In my opinion Staff was rude and unhelpful during peak hours,Negative
127,188,5,In my opinion The lighting was perfect for night games and well-distributed but too crowded and not managed properly while trying out the new turf,Positive
128,377,1,Well The court was not ready on time at night session,Negative
129,468,2,bad,Negative
130,147,5,To be honest The staff was very helpful and friendly at night session,Positive
131,89,4,"Based on my visit Amazing experience, will come again but overpriced for such poor quality during our match time",Positive
132,34,3,"Based on my visit Terrible experience, will never come back during weekend booking",Negative
133,327,3,To be honest Facilities were not clean at all at night session,Negative
134,115,3,loved it,Negative
135,122,3,too costly yrr,Positive
136,67,3,Honestly The ground was slippery and dangerous on a rainy day,Negative
137,369,5,Overall Everything was well organized and managed during weekend booking,Positive
138,498,3,"Frankly speaking The overall management of the facility was top-notch, ensuring a smooth and enjoyable experience for all players during peak hours",Positive
139,66,4,Overall Spacious court and proper lighting setup while trying out the new turf,Positive
140,222,3,The best place to play futsal in town during our regular game,Positive
141,166,1,Honestly The lighting was dim and insufficient but one of the best futsal courts in the area during weekend booking,Negative
142,434,4,From my experience on a rainy day,Positive
143,490,3,too costly yrr,Negative
144,304,1,Personally The staff was not helpful when we had issues but the best place to play futsal in town at night session,Negative
145,22,3,Personally The worst futsal court I've ever been to while playing with friends,Negative
146,136,3,Honestly Staff was rude and unhelpful during weekend booking,Negative
147,255,1,Had a very bad time playing here while testing the lighting,Negative
148,126,4,As a regular player The best place to play futsal in town at night session,Positive
149,31,5,Well Everything was well organized and managed during peak hours,Positive
150,238,2,will come again,Negative
151,376,4,From what I saw Nice environment and good vibes overall while playing with friends,Positive
152,288,3,In my opinion Too crowded and not managed properly during peak hours,Negative
153,63,2,not satisfied,Negative
154,215,5,"From my experience Amazing experience, will come again but staff was not responsive to issues while playing with friends",Positive
155,264,2,"Personally Terrible experience, will never come back but one of the best futsal courts in the area on a rainy day",Negative
156,235,5,To be honest Great futsal court with excellent facilities but facilities were outdated and not maintained while trying out the new turf,Positive
157,306,4,From my experience The ground condition was perfect for playing but poor lighting and ventilation while testing the lighting,Positive
158,221,3,Well Everything was well organized and managed while trying out the new turf,Positive
159,188,3,worth it,Negative
160,284,4,In my opinion Very professional staff and management but very poor management system we played in the evening,Positive
161,423,2,Frankly speaking Very unprofessional management and staff during our regular game,Negative
162,192,4,"Well Amazing experience, will come again but very disappointing experience while testing the lighting",Positive
163,102,3,In my opinion during our regular game,Positive
164,171,5,Frankly speaking Loved the turf and lighting setup but too crowded and not managed properly during our regular game,Positive
165,72,3,As a regular player Ground condition was not good while trying out the new turf,Negative
166,379,3,From what I saw Facilities were not clean at all on a rainy day,Negative
167,251,3,From what I saw The turf was uneven and caused injuries on a rainy day,Negative
168,57,5,"To be honest The overall management of the facility was top-notch, ensuring a smooth and enjoyable experience for all players but the worst futsal court i've ever been to while trying out the new turf",Positive
169,496,2,From what I saw Very bad experience overall at night session,Negative
170,299,3,Good maintenance and clean surroundings while testing the lighting,Positive
171,421,3,As a regular player The lighting was perfect for night games and well-distributed while testing the lighting,Positive
172,215,2,Honestly Booking system was confusing but spacious court and proper lighting setup while testing the lighting,Negative
173,257,2,too costly yrr,Negative
174,167,3,Based on my visit Too crowded and not managed properly we played in the evening,Negative
175,236,1,Based on my visit Staff was not responsive to issues during our regular game,Negative
176,349,5,In my opinion The ground condition was perfect for playing during our regular game,Positive
177,143,3,Actually Worth the money and time at night session,Positive
178,361,3,From my experience Poor lighting and ventilation at night session,Negative
179,141,5,Based on my visit Very comfortable and enjoyable experience on a rainy day,Positive
180,420,2,From what I saw Staff was not responsive to issues during our regular game,Negative
181,474,4, Everything was well organized and managed but the turf was damaged and unsafe while playing with friends,Positive
182,139,3,To be honest Not worth the price while trying out the new turf,Negative
183,26,3,Actually Friendly staff and smooth booking process but the court was not ready on time at night session,Positive
184,368,2,As a regular player Bad experience with staff behavior but affordable price with great quality during our match time,Negative
185,209,1,Well Court was dirty and poorly maintained while playing with friends,Negative
186,147,4,Based on my visit The best place to play futsal in town but poor lighting and ventilation while trying out the new turf,Positive
187,436,3,Bad experience with staff behavior during weekend booking,Negative
188,429,1,Personally Waste of money and time during peak hours,Negative
189,449,4,"Based on my visit The court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded while playing with friends",Positive
190,309,3,meh experience,Negative
191,233,4,could be better,Positive
192,436,3,As a regular player Had a great time playing here during our regular game,Positive
193,235,5,"To be honest The booking process was seamless and efficient, making it easy to reserve a court but facilities were not clean at all during our match time",Positive
194,291,4,Actually Great futsal court with excellent facilities while playing with friends,Positive
195,424,4,From my experience Worth the money and time while playing with friends,Positive
196,72,1,In my opinion Facilities were outdated and not maintained during weekend booking,Negative
197,386,2,From my experience Too much delay in booking confirmation we played in the evening,Negative
198,355,2,In my opinion Court was dirty and poorly maintained at night session,Negative
199,352,4,Well Spacious court and proper lighting setup during weekend booking,Positive
200,315,4,Actually The staff was very helpful and friendly but poor lighting and ventilation at night session,Positive
201,192,3,Personally Ground condition was not good while trying out the new turf,Negative
202,391,1,As a regular player The staff was not helpful when we had issues while trying out the new turf,Negative
203,229,5,"The environment was welcoming and created a great atmosphere for playing futsal, making it a favorite spot for many players while testing the lighting",Positive
204,104,3,In my opinion Booking system was confusing but very comfortable and enjoyable experience during weekend booking,Negative
205,60,2,"Personally Terrible experience, will never come back while playing with friends",Negative
206,415,2,Actually Had to wait for a long time to get the court ready but highly recommended for futsal lovers while testing the lighting,Negative
207,213,5,staff good but turf bad,Positive
208,371,2,Honestly The price was too high for the quality offered during our regular game,Negative
209,382,1,worth it,Negative
210,278,1,Overall The environment was not welcoming at all we played in the evening,Negative
211,394,3,Overall Loved the turf and lighting setup while trying out the new turf,Positive
212,331,5,worst,Positive
213,193,2,In my opinion Very unprofessional management and staff during peak hours,Negative
214,69,5,nice,Positive
215,271,2,In my opinion Waste of money and time during weekend booking,Negative
216,388,1,not satisfied,Negative
217,345,4,meh experience,Positive
218,236,3,Frankly speaking Very professional staff and management during our regular game,Positive
219,17,3,"To be honest The court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded during our match time",Positive
220,52,1,Frankly speaking Very bad experience overall while testing the lighting,Negative
221,206,1,Based on my visit Lighting was not good while testing the lighting,Negative
222,72,3,As a regular player The lighting was perfect for night games and well-distributed during our match time,Positive
223,164,5,"To be honest The overall management of the facility was top-notch, ensuring a smooth and enjoyable experience for all players during our match time",Positive
224,339,1,The court was not ready on time on a rainy day,Negative
225,348,5,Frankly speaking Booking system was fast and easy but waste of money and time at night session,Positive
226,196,3,Based on my visit Not satisfied with the overall experience we played in the evening,Negative
227,387,1,In my opinion Had a very bad time playing here but very professional staff and management during peak hours,Negative
228,413,3,From my experience Everything was well organized and managed during our match time,Positive
229,272,5,Honestly Affordable price with great quality during our regular game,Positive
230,105,2,not satisfied,Negative
231,371,5,"Overall The environment was welcoming and created a great atmosphere for playing futsal, making it a favorite spot for many players while trying out the new turf",Positive
232,21,5,Honestly Very professional staff and management at night session,Positive
233,246,3,From my experience The turf was in excellent condition and very safe while testing the lighting,Positive
234,480,3,In my opinion at night session,Positive
235,387,3,bad lighting but ground ok,Negative
236,283,3,From my experience The staff was very helpful and friendly while testing the lighting,Positive
237,158,4,To be honest Spacious court and proper lighting setup during peak hours,Positive
238,390,2,As a regular player The price was too high for the quality offered but the turf was in excellent condition and very safe while trying out the new turf,Negative
239,443,5,From my experience Nice environment and good vibes overall on a rainy day,Positive
240,297,3,Personally Too much delay in booking confirmation we played in the evening,Negative
241,292,2,To be honest Very poor management system while playing with friends,Negative
242,132,4,Based on my visit The best place to play futsal in town during our regular game,Positive
243,72,3,Based on my visit Spacious court and proper lighting setup but not satisfied with the overall experience while trying out the new turf,Positive
244,269,1,Based on my visit The staff was not helpful when we had issues while playing with friends,Negative
245,25,3,nice but little expensive,Negative
246,112,1,Frankly speaking Bad experience with staff behavior but friendly staff and smooth booking process while playing with friends,Negative
247,4,1,In my opinion The court was overcrowded and chaotic we played in the evening,Negative
248,275,4,Frankly speaking Great futsal court with excellent facilities we played in the evening,Positive
249,55,1,Honestly The environment was not welcoming at all during our regular game,Negative
250,418,4,As a regular player The surface quality was very good but the lighting was dim and insufficient while playing with friends,Positive
251,236,2,The turf was damaged and unsafe during peak hours,Negative
252,335,1,Actually Would not recommend this place during our match time,Negative
253,283,4,Well Very clean and well maintained ground we played in the evening,Positive
254,331,4,Well The staff was very helpful and friendly but had to wait for a long time to get the court ready we played in the evening,Positive
255,109,1,From what I saw The lighting was dim and insufficient during weekend booking,Negative
256,351,1,Actually The court was overcrowded and chaotic while testing the lighting,Negative
257,493,3,"As a regular player Excellent facilities and great atmosphere but terrible experience, will never come back while testing the lighting",Positive
258,124,5,"Personally The court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded but facilities were not clean at all during peak hours",Positive
259,72,3,Frankly speaking The worst futsal court I've ever been to during our regular game,Negative
260,28,2,Actually The turf was uneven and caused injuries during weekend booking,Negative
261,175,1,not satisfied,Negative
262,16,4,From what I saw Very professional staff and management while testing the lighting,Positive
263,482,5,Had a great time playing here while trying out the new turf,Positive
264,409,2,Personally Staff was not responsive to issues but worth the money and time while testing the lighting,Negative
265,79,3,Overall Unhygienic changing rooms but the staff was very helpful and friendly during weekend booking,Negative
266,185,4,"In my opinion Amazing experience, will come again but would not recommend this place on a rainy day",Positive
267,285,5,Overall Very clean and well maintained ground but very unprofessional management and staff while playing with friends,Positive
268,306,3,Overall Very clean and well maintained ground we played in the evening,Positive
269,399,4,In my opinion Great futsal court with excellent facilities during peak hours,Positive
270,293,1,ok,Negative
271,253,2,Well Facilities were not clean at all but everything was well organized and managed during peak hours,Negative
272,142,2,average nothing wow,Negative
273,370,1,Based on my visit The ground was slippery and dangerous during weekend booking,Negative
274,156,1,From what I saw Very poor management system while testing the lighting,Negative
275,431,2,horrible,Negative
276,499,3,Very unprofessional management and staff on a rainy day,Negative
277,494,1,To be honest Very poor management system on a rainy day,Negative
278,167,1,In my opinion Had to wait for a long time to get the court ready at night session,Negative
279,280,5, The ground condition was perfect for playing but very poor management system during peak hours,Positive
280,488,1,ok,Negative
281,36,3,Actually Very unprofessional management and staff during our match time,Negative
282,130,1, Had to wait for a long time to get the court ready but everything was well organized and managed during peak hours,Negative
283,299,2,Actually Staff was not responsive to issues but worth the money and time during peak hours,Negative
284,459,5,As a regular player Very comfortable and enjoyable experience but the ground was slippery and dangerous during peak hours,Positive
285,341,5,"From what I saw Amazing experience, will come again during weekend booking",Positive
286,347,5,Well Loved the turf and lighting setup while testing the lighting,Positive
287,6,3,on a rainy day,Positive
288,383,3,not satisfied,Negative
289,238,4,From what I saw The surface quality was very good while testing the lighting,Positive
290,248,1,From what I saw Ground condition was not good during our regular game,Negative
291,60,3,will come again,Positive
292,402,2,Actually Not satisfied with the overall experience while playing with friends,Negative
293,35,4,Based on my visit Had a great time playing here but very unprofessional management and staff on a rainy day,Positive
294,56,5,Great futsal court with excellent facilities during weekend booking,Positive
295,287,2,Personally The lighting was dim and insufficient but one of the best futsal courts in the area during our match time,Negative
296,328,1,Based on my visit Facilities were outdated and not maintained during our match time,Negative
297,200,2,Frankly speaking Very poor management system we played in the evening,Negative
298,143,3,too costly yrr,Positive
299,188,3, Good maintenance and clean surroundings but the staff was not helpful when we had issues during weekend booking,Positive
300,271,2,Based on my visit Too much delay in booking confirmation during weekend booking,Negative
301,59,5,In my opinion Very professional staff and management while testing the lighting,Positive
302,410,3,Based on my visit Waste of money and time while testing the lighting,Negative
303,61,2,From what I saw The turf was damaged and unsafe while testing the lighting,Negative
304,199,5,Overall The ground condition was perfect for playing while playing with friends,Positive
305,326,4,Personally Very professional staff and management while testing the lighting,Positive
306,96,1,Well Facilities were not clean at all while playing with friends,Negative
307,249,3,Based on my visit Loved the turf and lighting setup while testing the lighting,Positive
308,259,5,horrible,Positive
309,251,2,Frankly speaking Had a very bad time playing here while trying out the new turf,Negative
310,408,3,not bad,Positive
311,87,4,To be honest Booking system was fast and easy we played in the evening,Positive
312,59,5,From what I saw Very comfortable and enjoyable experience while trying out the new turf,Positive
313,390,3,As a regular player Very comfortable and enjoyable experience on a rainy day,Positive
314,448,4,As a regular player Affordable price with great quality but the court was not ready on time during our match time,Positive
315,225,1,Based on my visit Not satisfied with the overall experience at night session,Negative
316,353,5,Overall Really enjoyed playing here with friends during our match time,Positive
317,417,1,Actually The environment was not welcoming at all but friendly staff and smooth booking process while testing the lighting,Negative
318,276,3,Honestly Not satisfied with the overall experience while testing the lighting,Negative
319,294,2,meh experience,Negative
320,471,2,As a regular player Too crowded and not managed properly during weekend booking,Negative
321,65,5,worth it,Positive
322,390,3,Personally Friendly staff and smooth booking process during our match time,Positive
323,322,4,Frankly speaking Friendly staff and smooth booking process while trying out the new turf,Positive
324,207,3,Based on my visit The best place to play futsal in town during weekend booking,Positive
325,298,4,To be honest Spacious court and proper lighting setup on a rainy day,Positive
326,498,3,nice but little expensive,Negative
327,112,2,Well Overpriced for such poor quality on a rainy day,Negative
328,173,4,From my experience Booking system was fast and easy while trying out the new turf,Positive
329,391,3,Personally Had to wait for a long time to get the court ready while testing the lighting,Negative
330,402,3,bad lighting but ground ok,Negative
331,234,4,"Honestly The court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded during weekend booking",Positive
332,353,1,will come again,Negative
333,48,4,Well One of the best futsal courts in the area at night session,Positive
334,85,5,To be honest The ground condition was perfect for playing during weekend booking,Positive
335,372,4,worst,Positive
336,110,1,From my experience The turf was damaged and unsafe during peak hours,Negative
337,5,2,Personally Bad experience with staff behavior while testing the lighting,Negative
338,441,3,could be better,Positive
339,375,3,Personally Very clean and well maintained ground while trying out the new turf,Positive
340,196,1,Overall The ground was slippery and dangerous on a rainy day,Negative
341,313,1, Ground condition was not good but good maintenance and clean surroundings while playing with friends,Negative
342,78,5,Based on my visit The turf was in excellent condition and very safe on a rainy day,Positive
343,386,1,"From what I saw Not worth the price but amazing experience, will come again while trying out the new turf",Negative
344,494,2,horrible,Negative
345,128,1,The court was not ready on time while playing with friends,Negative
346,14,3,From what I saw Poor lighting and ventilation while testing the lighting,Negative
347,97,3,Well Not worth the price at night session,Negative
348,254,3,"To be honest The booking process was seamless and efficient, making it easy to reserve a court we played in the evening",Positive
349,185,1,From my experience Overpriced for such poor quality while trying out the new turf,Negative
350,89,3,Personally Had a very bad time playing here during peak hours,Negative
351,135,3,Great futsal court with excellent facilities during weekend booking,Positive
352,257,5,Honestly Highly recommended for futsal lovers during peak hours,Positive
353,316,3,Frankly speaking The turf was damaged and unsafe during peak hours,Negative
354,41,4,nice but little expensive,Positive
355,325,5,From my experience Very comfortable and enjoyable experience while playing with friends,Positive
356,489,3,Well Would not recommend this place during weekend booking,Negative
357,233,3,Honestly Very clean and well maintained ground during our match time,Positive
358,360,1,Honestly Waste of money and time but the staff was very helpful and friendly at night session,Negative
359,268,2,good,Negative
360,400,3,Actually Facilities were not clean at all at night session,Negative
361,140,2,Actually Very bad experience overall during weekend booking,Negative
362,185,5,To be honest The best place to play futsal in town but the price was too high for the quality offered while testing the lighting,Positive
363,189,1,not bad,Negative
364,346,3,bad lighting but ground ok,Negative
365,24,3,From my experience Great futsal court with excellent facilities but court was dirty and poorly maintained during our regular game,Positive
366,284,1,Frankly speaking Waste of money and time while playing with friends,Negative
367,469,4,Actually The surface quality was very good during peak hours,Positive
368,92,1,To be honest The ground was slippery and dangerous but excellent facilities and great atmosphere during weekend booking,Negative
369,444,4,As a regular player we played in the evening,Positive
370,189,3,To be honest Very clean and well maintained ground on a rainy day,Positive
371,189,4,From what I saw The turf was in excellent condition and very safe at night session,Positive
372,78,3,Based on my visit The turf was in excellent condition and very safe during our match time,Positive
373,120,3,will come again,Positive
374,435,2,Well The worst futsal court I've ever been to but excellent facilities and great atmosphere we played in the evening,Negative
375,215,1,To be honest Not worth the price during weekend booking,Negative
376,460,1,"Honestly Unhygienic changing rooms but the court was spacious and well-maintained, providing ample room for players to enjoy their game without feeling cramped or overcrowded while playing with friends",Negative
377,298,1,Frankly speaking The price was too high for the quality offered on a rainy day,Negative
378,420,5,staff good but turf bad,Positive
379,122,3,From what I saw Loved the turf and lighting setup while testing the lighting,Positive
380,120,2,"In my opinion Terrible experience, will never come back during peak hours",Negative
381,400,1,too costly yrr,Negative
382,209,4,"Overall Amazing experience, will come again but the price was too high for the quality offered while playing with friends",Positive
383,232,3,loved it,Positive
384,424,2,To be honest The turf was damaged and unsafe but excellent facilities and great atmosphere during weekend booking,Negative
385,76,2,From what I saw Not worth the price we played in the evening,Negative
386,203,2,not satisfied,Negative
387,16,3,Well Booking system was fast and easy at night session,Positive
388,237,3,Based on my visit The turf was in excellent condition and very safe during our regular game,Positive
389,7,1,staff good but turf bad,Negative
390,102,3,not satisfied,Positive
391,12,3,In my opinion Good maintenance and clean surroundings during weekend booking,Positive
392,63,2,"From my experience Too crowded and not managed properly but the environment was welcoming and created a great atmosphere for playing futsal, making it a favorite spot for many players while trying out the new turf",Negative
393,87,3,never again,Positive
394,89,2,Frankly speaking Had to wait for a long time to get the court ready but excellent facilities and great atmosphere during peak hours,Negative
395,18,1,Personally Unhygienic changing rooms at night session,Negative
396,452,4,From what I saw The best place to play futsal in town during our match time,Positive
397,103,2,Honestly Unhygienic changing rooms during weekend booking,Negative
398,407,3,The court was not ready on time during our regular game,Negative
399,184,5,horrible,Positive
400,165,3,Not satisfied with the overall experience while trying out the new turf,Negative
401,459,3,Personally Nice environment and good vibes overall we played in the evening,Positive
402,120,3,To be honest The court was overcrowded and chaotic we played in the evening,Negative
403,29,3,Overall The court was not ready on time during our match time,Negative
404,91,1,From my experience Staff was not responsive to issues while testing the lighting,Negative
405,486,2,In my opinion Very bad experience overall on a rainy day,Negative
406,278,2,Personally Very poor management system while testing the lighting,Negative
407,270,3,Based on my visit Very clean and well maintained ground but bad experience with staff behavior we played in the evening,Positive
408,368,2,In my opinion Very poor management system while testing the lighting,Negative
409,12,3,could be better,Positive
410,434,1,staff good but turf bad,Negative
411,203,3,In my opinion The ground was slippery and dangerous during weekend booking,Negative
412,486,5,In my opinion Nice environment and good vibes overall but facilities were not clean at all at night session,Positive
413,496,5,Well The best place to play futsal in town while trying out the new turf,Positive
414,194,1,From what I saw Bad experience with staff behavior on a rainy day,Negative
415,486,3,Actually Too crowded and not managed properly but great futsal court with excellent facilities at night session,Negative
416,114,3, Staff was rude and unhelpful but nice environment and good vibes overall while testing the lighting,Negative
417,122,3,Overall Friendly staff and smooth booking process while trying out the new turf,Positive
418,421,3,In my opinion The best place to play futsal in town while playing with friends,Positive
419,355,1,Well Very unprofessional management and staff but really enjoyed playing here with friends on a rainy day,Negative
420,369,1,worth it,Negative
421,376,2,horrible,Negative
422,280,4,Personally Had a great time playing here during peak hours,Positive
423,151,1,Based on my visit Bad experience with staff behavior but very clean and well maintained ground while testing the lighting,Negative
424,38,3,worth it,Positive
425,305,4,Frankly speaking The turf was in excellent condition and very safe but the turf was damaged and unsafe while playing with friends,Positive
426,311,1,Based on my visit The environment was not welcoming at all we played in the evening,Negative
427,210,3,"Personally Amazing experience, will come again we played in the evening",Positive
428,122,4,Actually Booking system was fast and easy during our regular game,Positive
429,282,3,horrible,Negative
430,422,2,Personally The ground was slippery and dangerous but very clean and well maintained ground we played in the evening,Negative
431,327,3,From what I saw Really enjoyed playing here with friends but not worth the price while trying out the new turf,Positive
432,242,2,Overall Booking system was confusing while trying out the new turf,Negative
433,95,2,Well The turf was damaged and unsafe at night session,Negative
434,226,4,Frankly speaking One of the best futsal courts in the area on a rainy day,Positive
